frame,mean_diff,max_diff,Energy,Contrast,Correlation,Variance,Homogeneity,SumAverage,SumVariance,SumEntropy,Entropy,DiffVariance,DiffEntropy,InfoMeasureCorr1,InfoMeasureCorr2
0,0.001235564,0.018875122,0.0050699169201397385,14.378432316214639,0.9728242745459901,264.59259097864214,0.4591733784553709,32.37774910139107,1043.991931598354,6.472659554204261,8.812937050506111,0.0008107074184564292,2.7312327426326255,-0.3962307025538362,0.9929075130389771
1,0.0040609245,0.048463464,0.009483706122158958,3.4229988051764724,0.9972609522174877,625.2433389063962,0.6440126349041826,41.670730885921984,2497.5503568204076,6.76139503488783,8.162072221817063,0.0013087563569337385,1.9462075722202785,-0.5934977890204437,0.9994447722731784
2,0.0015220722,0.018461928,0.0037441103909580864,41.87220888652405,0.9702544651959388,703.7727475735833,0.39421551211596445,41.03360978992295,2773.218781407809,6.758764076778668,9.498759971580508,0.0006416626071248675,3.1983436825372777,-0.35617354087904207,0.9908906930769754
3,0.0031720388,0.033534408,0.007872989547078223,4.673629809201478,0.9976727042568048,1004.7366536921845,0.5940224146858947,47.17102315483942,4014.2729849595357,6.884646978652665,8.475916634287413,0.001158221978149053,2.1323381565175974,-0.5667712729542613,0.9993310252659615
4,0.035923675,0.11486769,0.0017418801366144209,30.770295192004383,0.9956024005709756,3498.807918315014,0.574395377806243,158.5075044247362,13964.461378068054,8.527428708755538,10.760164070486738,0.0010344798404382481,2.682762418568852,-0.5765852155580264,0.9999085364509639
5,0.008635652,0.04863797,0.002247968621804991,18.562083041856063,0.9918908486457989,1144.6753344829128,0.534044610652763,89.55772754959888,4560.139254889795,7.7986998957708655,10.044855831342083,0.000947855160525396,2.661727990476119,-0.5257064049116349,0.9995666926645854
6,0.002417331,0.0527895,0.025796976219620862,23.25735008055372,0.9729589494170188,429.97464646461117,0.5820345166218467,22.36253232628266,1696.6412357778906,5.68531642236405,7.479925042470463,0.00104515489404795,2.5457842864491305,-0.42640426609228244,0.9904997301664711
7,0.012213467,0.038562626,0.001027349888993478,36.38217712022707,0.9949255409865712,3585.1917596144567,0.4654485256221901,160.5323330106208,14304.384861337596,8.596199723983416,11.23485175151919,0.0007865884199259323,3.0031028217680786,-0.5226763218641648,0.9998010876075474
8,0.019393532,0.06520772,0.0014956821812946769,29.242447534450424,0.9954560687194765,3217.964579938144,0.531935783768392,150.703394948745,12842.615872218123,8.49338880067872,10.854320242019618,0.0009347921903621241,2.777836129646494,-0.5545411565501664,0.9998646136317311
9,0.0024518096,0.017435282,0.001802007738299075,25.461878326776674,0.9864820917670903,941.9446443303137,0.3818609255687756,70.7313578651322,3742.316698994478,7.554314766794914,10.347528110164992,0.0006399499616762184,3.1203948148989125,-0.4240619333528275,0.9978685522150105
10,0.05293504,0.15295538,0.0015305868755983044,31.439362057942695,0.9966277624884542,4662.180866269577,0.5824134448324463,175.4778306471367,18617.284103020356,8.672696307472878,10.872472798313275,0.0010583315143778034,2.6637278008852805,-0.5896511661500552,0.9999371069154364
11,0.0049002366,0.023561522,0.0011617350620525331,32.54672943273462,0.9895280837135454,1554.1948960437626,0.41416264168824807,105.07967934096922,6184.232854742317,8.062851499571298,10.890346305502822,0.0006857375536656621,3.126715066563877,-0.4597803797657861,0.9991532445947021
12,0.03852355,0.122541875,0.0018198727347432941,29.036296479409177,0.9959225431177225,3560.900016396127,0.584409396786823,159.33542114559503,14214.563769105094,8.528300698824324,10.708938160260185,0.001063428564163206,2.636055412715568,-0.5840865735984092,0.9999188860194806
13,0.0298365,0.09546009,0.0016510650529564797,29.6134386294819,0.9958407730301453,3560.2675920278716,0.5620891761031775,158.40716520841897,14211.456929482018,8.535156603317487,10.793139533074653,0.001007302737390421,2.69947434214766,-0.5726090670764056,0.999903018795913
14,0.013705626,0.044229686,0.0009922318290312227,37.582683928497275,0.9944789804014798,3403.7976722543763,0.4637433695493138,157.05109565755214,13577.608005089005,8.571435605221433,11.223412231264714,0.0007854366768368665,3.005209238054616,-0.5192242977632556,0.9997840420472134
15,0.00725789,0.03498906,0.0016702011273909178,27.537546517929876,0.9912812846790215,1579.261578892932,0.49520757924421216,104.7926935255942,6289.508769053797,8.026917324643033,10.421358797558865,0.0008755042277893872,2.781644445008828,-0.518897905523652,0.9996208220537629
16,0.024863645,0.08245915,0.001719297021578934,30.072128337591195,0.9954188714938854,3282.399972860194,0.5607999621609135,152.7920643109274,13099.527763103182,8.4852475741393,10.74600965162388,0.0010037682697934308,2.698999510633073,-0.5691255834734291,0.9998916204120915
17,0.008017993,0.03137368,0.0011644399190338397,33.45368418864357,0.9931250910446139,2433.172172696299,0.44748140341238846,129.3476245257528,9699.23500659656,8.320218277185221,10.984539467820426,0.0007626774098674736,3.0069264845810495,-0.5009802307588285,0.9996347028971364
18,0.011475691,0.04426679,0.0013764777882020194,29.271123048161012,0.9940359998893131,2454.0635097448794,0.49738814914389046,131.26399168801095,9786.982915931356,8.350108393073064,10.832495533067828,0.0008604510537793272,2.856154741494227,-0.5283418471896265,0.9997645730352938
19,0.010783028,0.035228938,0.0009379987422838602,35.118283459018485,0.9947510312998014,3345.5297597774857,0.44913196737868505,155.10706021319842,13347.000755650924,8.567406452687646,11.26085888972575,0.0007573014450396171,3.0329225256835306,-0.5133268040572635,0.9997635461024992
20,0.006937433,0.04728198,0.0035365117271242696,8.059614538029638,0.9963849320499071,1115.3046979200894,0.5670946469783115,73.78103000823387,4453.159177142328,7.614545162740125,9.525158082120514,0.0010593777533377733,2.357578524587379,-0.5643608363587153,0.9996895592259502
21,0.038744714,0.12092,0.0017263822941779843,29.776665562606038,0.995967220093501,3692.163205089137,0.5774401066872117,162.41617407785753,14738.876154793943,8.557214067353936,10.768343390732406,0.0010448776295424165,2.6635618244252885,-0.5812343138035103,0.9999176809358892
22,0.0045078704,0.038943946,0.0032181917308731142,16.90871023025041,0.9855376126404076,584.9354806256853,0.5176831708876516,58.01030213996594,2322.83321227249,7.252075137147332,9.513135149805047,0.0009164989845514477,2.6781358641001254,-0.4820654592177249,0.9986677768323765
